Time(s);Coil;Accelerometer;Generator;
2025-05-31 10:18:54.000;-1,3509;-11,013;-490,37;
2025-05-31 10:18:54.001;-1,2233;-10,671;-237,03;
2025-05-31 10:18:54.002;-0,80249;-10,354;8,0166;
2025-05-31 10:18:54.003;-0,88832;-10,034;260,03;
2025-05-31 10:18:54.004;-1,8182;-9,7359;503,35;
2025-05-31 10:18:54.005;0,65663;-9,4379;753,64;
2025-05-31 10:18:54.006;0,56007;-9,1746;993,59;
2025-05-31 10:18:54.007;-0,45917;-8,8933;1239,2;
2025-05-31 10:18:54.008;-0,89071;-8,6153;1473,8;
2025-05-31 10:18:54.009;-0,75481;-8,3076;1713,3;
2025-05-31 10:18:54.010;-1,116;-7,9913;1937,6;
2025-05-31 10:18:54.011;-0,66183;-7,6441;2167,8;
2025-05-31 10:18:54.012;-0,91455;-7,2489;2385,9;
2025-05-31 10:18:54.013;-0,80607;-6,8175;2604,4;
2025-05-31 10:18:54.014;-0,22314;-6,357;2809,4;
2025-05-31 10:18:54.015;-0,24698;-5,8405;3015,1;
2025-05-31 10:18:54.016;0,082039;-5,2943;3206,1;
2025-05-31 10:18:54.017;-0,82395;-4,7163;3397,3;
2025-05-31 10:18:54.018;-1,0445;-4,0996;3572,9;
2025-05-31 10:18:54.019;-1,9147;-3,4571;3747,4;
2025-05-31 10:18:54.020;-0,88356;-2,7729;3901,6;
2025-05-31 10:18:54.021;-0,77269;-2,0805;4058,3;
2025-05-31 10:18:54.022;-1,693;-1,3614;4196,1;
2025-05-31 10:18:54.023;-0,70832;-0,61273;4331,5;
2025-05-31 10:18:54.024;-0,74647;0,17441;4448;
2025-05-31 10:18:54.025;-1,2138;0,99501;4561,6;
2025-05-31 10:18:54.026;-1,1756;1,8724;4655,6;
2025-05-31 10:18:54.027;-0,70355;2,811;4746;
2025-05-31 10:18:54.028;-1,6227;3,8098;4816,7;
2025-05-31 10:18:54.029;-1,3354;4,8998;4883,1;
2025-05-31 10:18:54.030;-0,90382;6,0614;4929,4;
2025-05-31 10:18:54.031;-1,3115;7,3092;4970,4;
2025-05-31 10:18:54.032;-0,98012;8,6193;4992,1;
2025-05-31 10:18:54.032;-1,5058;9,9866;5008,1;
2025-05-31 10:18:54.034;-1,2257;11,378;5004,2;
