Time(s);Coil;Accelerometer;Generator;
2025-05-27 10:10:21.000;0,70927;-12,082;-1304,9;
2025-05-27 10:10:21.001;-0,94578;-3,294;248,12;
2025-05-27 10:10:21.002;-0,66698;6,157;1752,4;
2025-05-27 10:10:21.003;0,4738;14,532;2999,6;
2025-05-27 10:10:21.004;1,3124;20,687;3765,2;
2025-05-27 10:10:21.005;1,0996;23,620;3945;
2025-05-27 10:10:21.006;-1,172;22,865;3481,6;
2025-05-27 10:10:21.007;-0,50804;18,602;2476,3;
2025-05-27 10:10:21.008;0,95763;11,391;1081,8;
2025-05-27 10:10:21.009;0,46106;2,489;-471,94;
2025-05-27 10:10:21.010;-0,60228;-6,834;-1953,4;
2025-05-27 10:10:21.011;0,63259;-15,094;-3132,3;
2025-05-27 10:10:21.012;0,33284;-20,939;-3823,4;
2025-05-27 10:10:21.013;0,35363;-23,629;-3904,8;
2025-05-27 10:10:21.014;-0,017931;-22,623;-3362,4;
2025-05-27 10:10:21.015;0,89673;-17,989;-2281,5;
2025-05-27 10:10:21.016;-0,10323;-10,677;-852,19;
2025-05-27 10:10:21.017;-1,0276;-1,696;716,12;
2025-05-27 10:10:21.018;-0,11857;7,683;2163,9;
2025-05-27 10:10:21.019;1,0357;15,726;3290,5;
2025-05-27 10:10:21.020;1,2769;21,378;3886,6;
2025-05-27 10:10:21.021;-0,095215;23,681;3871,9;
2025-05-27 10:10:21.022;-0,83053;22,280;3225,5;
2025-05-27 10:10:21.023;0,3666;17,433;2078,9;
2025-05-27 10:10:21.024;0,79367;9,821;606,59;
2025-05-27 10:10:21.025;-0,052621;0,754;-951,86;
2025-05-27 10:10:21.026;0,26206;-8,488;-2365,5;
2025-05-27 10:10:21.027;0,59233;-16,373;-3412;
2025-05-27 10:10:21.028;0,3801;-21,673;-3919,9;
2025-05-27 10:10:21.029;-0,12237;-23,676;-3798,8;
2025-05-27 10:10:21.030;0,029049;-21,928;-3071,8;
2025-05-27 10:10:21.031;0,33865;-16,666;-1852,6;
2025-05-27 10:10:21.032;-0,26108;-8,942;-355,13;
2025-05-27 10:10:21.032;-0,94002;0,247;1206,1;
2025-05-27 10:10:21.034;0,16922;9,503;2571,8;
2025-05-27 10:10:21.035;1,2172;17,106;3550;
2025-05-27 10:10:21.036;0,99882;22,115;3951,5;
2025-05-27 10:10:21.037;-0,15947;23,633;3731;
2025-05-27 10:10:21.038;-0,50957;21,430;2903;
2025-05-27 10:10:21.039;0,83411;15,876;1627,6;
2025-05-27 10:10:21.040;-0,32784;7,806;97,408;
2025-05-27 10:10:21.041;-0,90603;-1,420;-1443,1;
2025-05-27 10:10:21.042;0,30365;-10,492;-2761,2;
2025-05-27 10:10:21.043;0,39491;-17,846;-3647,3;
2025-05-27 10:10:21.044;0,76926;-22,395;-3952,4;
2025-05-27 10:10:21.045;0,83089;-23,504;-3619;
2025-05-27 10:10:21.046;-0,33879;-20,832;-2708,2;
2025-05-27 10:10:21.047;0,81749;-14,827;-1364,9;
2025-05-27 10:10:21.048;0,16271;-6,651;180,19;
2025-05-27 10:10:21.049;-1,0775;2,720;1706,3;
2025-05-27 10:10:21.050;0,077973;11,698;2956,7;
2025-05-27 10:10:21.051;0,96302;18,700;3758,2;
2025-05-27 10:10:21.052;1,798;22,862;3945,3;
2025-05-27 10:10:21.053;-0,82015;23,374;3508,8;
2025-05-27 10:10:21.054;-0,78658;20,221;2503,4;
2025-05-27 10:10:21.055;0,90564;13,862;1115,5;
2025-05-27 10:10:21.056;-0,32515;5,314;-445,74;
2025-05-27 10:10:21.057;-0,87726;-4,014;-1933,7;
2025-05-27 10:10:21.058;-0,27775;-12,791;-3124,6;
2025-05-27 10:10:21.059;-0,20672;-19,469;-3822,3;
2025-05-27 10:10:21.060;-0,10009;-23,110;-3906,1;
2025-05-27 10:10:21.061;0,99646;-23,190;-3356,5;
2025-05-27 10:10:21.062;1,0349;-19,499;-2273,4;
2025-05-27 10:10:21.063;-0,16867;-12,719;-827,29;
